,Player,Pos_x,Age_x,Tm,G_x,GS,MP_x,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Pos_y,Age_y,G_y,MP_y,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48, ,OBPM,DBPM,BPM,VORP
245,Kevin Huerter,SG,21.0,ATL,42.0,34.0,29.8,4.4,10.5,0.42,2.3,5.8,0.395,2.1,4.8,.450,0.528,1.1,1.3,0.818,0.6,3.6,4.2,3.3,0.9,0.5,1.5,2.4,12.2,SG,21.0,42.0,1251,12.1,0.5489999999999999,.549,.124,2.2,13.2,7.7,16.1,1.3,1.3,12.2,17.6,,0.8,0.5,1.3,.051,,-0.2,-1.0,-1.2,0.3
246,De'Andre Hunter,SF,22.0,ATL,50.0,49.0,31.1,4.4,10.8,0.409,1.6,4.7,0.336,2.8,6.1,.466,0.48200000000000004,1.7,2.2,0.7659999999999999,0.5,3.3,3.8,1.8,0.7,0.3,1.6,2.8,12.1,SF,22.0,50.0,1557,8.3,0.515,.435,.206,1.8,11.5,6.6,8.5,1.0,0.8,12.2,17.9,,-0.5,0.4,-0.2,-0.005,,-2.7,-1.7,-4.5,-1.0
247,Chandler Hutchison,SF,23.0,CHI,26.0,8.0,18.0,2.8,5.9,0.48100000000000004,0.4,1.3,0.303,2.5,4.7,.529,0.513,1.8,2.8,0.622,0.6,3.1,3.7,0.8,1.0,0.2,1.0,1.6,7.8,SF,23.0,26.0,467,13.6,0.547,.214,.481,3.6,19.8,11.3,6.9,2.7,1.2,12.6,19.6,,0.1,0.7,0.8,.077,,-3.7,0.5,-3.3,-0.1
248,Serge Ibaka,C,30.0,TOR,42.0,19.0,26.9,6.5,12.4,0.523,1.2,2.9,0.39799999999999996,5.3,9.5,.561,0.57,1.8,2.4,0.743,2.1,5.9,8.0,1.4,0.5,0.8,2.0,2.7,16.0,C,30.0,42.0,1130,18.4,0.591,.236,.193,8.4,22.7,15.7,8.6,1.0,2.9,12.8,24.6,,1.3,2.0,3.2,.138,,-0.8,0.7,-0.1,0.5
249,Ersan İlyasova,PF,32.0,MIL,47.0,5.0,16.0,2.7,5.5,0.483,0.9,2.4,0.375,1.8,3.1,.565,0.564,1.2,1.4,0.8240000000000001,1.1,4.0,5.1,0.9,0.4,0.3,0.6,1.5,7.4,PF,32.0,47.0,753,16.8,0.602,.432,.263,7.3,22.8,15.5,7.6,1.2,1.5,8.5,17.3,,1.5,1.5,3.1,.197,,0.1,0.6,0.7,0.5
250,Joe Ingles,SF,32.0,UTA,51.0,31.0,30.0,3.6,8.2,0.444,2.1,5.1,0.409,1.5,3.1,.500,0.5710000000000001,1.0,1.3,0.7759999999999999,0.4,3.7,4.1,5.0,0.9,0.1,1.9,2.2,10.4,SF,32.0,51.0,1531,13.0,0.591,.621,.161,1.4,12.8,7.4,23.4,1.4,0.4,17.5,15.5,,2.1,1.7,3.8,.120,,1.4,0.6,2.0,1.5
251,Brandon Ingram,PF,22.0,NOP,47.0,47.0,34.1,8.5,18.0,0.473,2.5,6.3,0.4,6.0,11.7,.513,0.5429999999999999,5.3,6.1,0.862,0.9,5.5,6.4,4.2,1.0,0.7,3.0,2.8,24.9,PF,22.0,47.0,1601,20.7,0.6,.348,.341,2.7,17.2,9.9,20.1,1.3,1.8,12.6,28.6,,3.4,1.2,4.7,.140,,2.9,-0.6,2.3,1.7
252,Kyrie Irving,PG,27.0,BRK,20.0,20.0,32.9,10.0,20.8,0.478,2.8,7.1,0.39399999999999996,7.2,13.7,.522,0.546,4.7,5.1,0.922,1.1,4.1,5.2,6.4,1.4,0.5,2.6,2.7,27.4,PG,27.0,20.0,658,26.4,0.595,.341,.245,3.5,12.3,8.0,37.0,1.9,1.2,10.1,32.5,,2.2,0.8,3.0,.219,,7.2,0.0,7.3,1.5
253,Jonathan Isaac,SF,22.0,ORL,32.0,32.0,29.7,4.7,10.1,0.46299999999999997,0.9,2.8,0.33,3.7,7.2,.515,0.509,1.8,2.3,0.767,1.8,5.2,6.9,1.4,1.6,2.4,1.5,2.5,12.0,SF,22.0,32.0,949,17.1,0.542,.283,.227,6.2,19.2,12.4,7.3,2.6,7.4,11.7,18.4,,0.4,2.0,2.4,.122,,-2.0,5.1,3.1,1.2
254,Wesley Iwundu,SF,25.0,ORL,38.0,12.0,18.2,1.6,4.3,0.366,0.5,1.5,0.31,1.1,2.8,.396,0.42100000000000004,1.3,1.6,0.823,0.6,2.0,2.5,1.0,0.6,0.3,0.4,1.5,5.0,SF,25.0,38.0,693,9.2,0.494,.354,.378,3.1,11.9,7.4,8.0,1.6,1.3,7.7,13.0,,0.3,0.8,1.0,.073,,-3.3,0.6,-2.7,-0.1
255,Frank Jackson,PG,21.0,NOP,41.0,1.0,13.0,2.0,5.1,0.39899999999999997,0.7,2.3,0.298,1.3,2.8,.482,0.466,0.9,1.2,0.76,0.3,0.9,1.2,0.7,0.3,0.1,0.9,1.3,5.7,PG,21.0,41.0,531,7.9,0.504,.452,.240,2.6,7.4,5.0,7.9,1.2,0.6,13.2,20.5,,-0.3,0.2,-0.1,-0.011,,-3.5,-3.1,-6.6,-0.6
256,Jaren Jackson,C,20.0,MEM,50.0,50.0,28.0,6.3,13.3,0.473,2.6,6.4,0.40299999999999997,3.7,6.9,.538,0.57,2.2,3.0,0.747,1.0,3.6,4.6,1.4,0.7,1.7,1.7,4.0,17.4,C,20.0,50.0,1400,16.9,0.595,.482,.226,3.9,13.6,8.8,7.6,1.1,5.1,10.4,24.3,,1.6,1.4,2.9,.100,,1.1,-0.1,1.0,1.1
257,Josh Jackson,SG,22.0,MEM,5.0,0.0,17.8,2.4,6.8,0.353,0.6,3.2,0.188,1.8,3.6,.500,0.397,1.6,2.0,0.8,0.8,2.6,3.4,0.6,1.0,0.2,1.6,1.8,7.0,SG,22.0,5.0,89,7.0,0.456,.471,.294,4.9,15.3,10.2,4.4,2.6,1.0,17.2,21.8,,-0.2,0.1,-0.1,-0.052,,-5.7,-1.4,-7.1,-0.1
258,Justin Jackson,PF,24.0,DAL,47.0,2.0,16.3,2.2,5.7,0.395,0.9,2.8,0.308,1.4,2.9,.478,0.47,0.6,0.7,0.853,0.4,2.0,2.4,0.7,0.2,0.1,0.2,1.1,5.9,PF,24.0,47.0,764,9.5,0.49700000000000005,.489,.128,2.9,12.5,7.8,5.8,0.6,0.7,3.8,16.3,,0.5,0.4,0.9,.054,,-2.0,-2.3,-4.3,-0.4
259,Reggie Jackson,PG,29.0,DET,11.0,7.0,25.9,5.6,14.0,0.40299999999999997,2.2,5.5,0.4,3.5,8.5,.404,0.48100000000000004,1.9,2.5,0.778,0.8,2.4,3.2,4.5,0.6,0.1,1.4,1.5,15.4,PG,29.0,11.0,285,16.8,0.509,.390,.175,3.5,10.4,6.9,28.3,1.2,0.3,8.3,27.5,,0.3,0.1,0.5,.079,,1.8,-3.1,-1.3,0.1
260,Justin James,SG,23.0,SAC,29.0,0.0,7.3,1.0,2.6,0.392,0.3,0.9,0.32,0.7,1.7,.429,0.446,0.3,0.7,0.526,0.2,0.8,1.0,0.5,0.2,0.3,0.3,0.5,2.6,SG,23.0,29.0,213,10.3,0.461,.338,.257,3.1,13.1,8.0,10.2,1.4,4.1,8.9,18.5,,-0.1,0.2,0.1,.019,,-4.5,0.0,-4.5,-0.1
261,LeBron James,PG,35.0,LAL,48.0,48.0,34.9,9.6,19.5,0.491,2.1,6.1,0.34600000000000003,7.5,13.4,.559,0.546,3.8,5.4,0.693,1.0,6.7,7.7,10.8,1.3,0.5,3.9,1.7,25.1,PG,35.0,48.0,1674,25.8,0.5720000000000001,.315,.279,3.4,20.4,12.1,49.9,1.8,1.2,15.2,31.3,,4.8,2.5,7.4,.212,,6.4,2.1,8.5,4.5
262,Amile Jefferson,PF,26.0,ORL,18.0,0.0,4.1,0.3,0.8,0.35700000000000004,0.0,0.0,0.0,0.3,0.8,.357,0.35700000000000004,0.3,0.8,0.35700000000000004,0.6,0.7,1.3,0.2,0.1,0.2,0.2,0.4,0.8,PF,26.0,18.0,74,9.0,0.37200000000000005,.000,1.000,13.8,19.4,16.5,7.5,0.7,3.6,13.0,13.6,,-0.1,0.1,0.0,.028,,-6.4,1.3,-5.1,-0.1
263,DaQuan Jeffries,SG,22.0,SAC,3.0,0.0,4.0,0.3,1.0,0.33299999999999996,0.0,0.3,0.0,0.3,0.7,.500,0.33299999999999996,0.0,0.0,0.0,0.3,0.0,0.3,0.3,0.0,0.0,0.0,1.0,0.7,SG,22.0,3.0,12,2.0,0.33299999999999996,.333,.000,9.2,0.0,4.7,11.3,0.0,0.0,0.0,10.9,,0.0,0.0,0.0,-0.003,,-3.6,-3.5,-7.1,0.0
264,Ty Jerome,PG,22.0,PHO,19.0,0.0,11.5,1.5,3.8,0.397,0.6,1.6,0.355,0.9,2.2,.429,0.473,0.2,0.3,0.8,0.3,1.3,1.6,1.8,0.6,0.2,0.7,1.2,3.8,PG,22.0,19.0,219,11.0,0.485,.425,.068,2.5,12.8,7.5,21.6,2.6,1.2,14.7,17.1,,0.0,0.2,0.2,.049,,-2.5,0.1,-2.4,0.0
265,Alize Johnson,SF,23.0,IND,11.0,0.0,4.2,0.6,1.3,0.5,0.0,0.0,0.0,0.6,1.3,.500,0.5,0.4,0.5,0.667,0.5,0.8,1.4,0.2,0.0,0.0,0.1,0.5,1.6,SF,23.0,11.0,46,14.6,0.541,.000,.429,14.5,21.7,18.1,6.0,0.0,0.0,5.7,16.9,,0.1,0.0,0.1,.143,,-1.9,-2.8,-4.8,0.0
266,B.J. Johnson,SF,24.0,ORL,8.0,0.0,5.8,0.6,2.3,0.278,0.1,0.8,0.16699999999999998,0.5,1.5,.333,0.306,0.3,0.3,1.0,0.1,0.6,0.8,0.3,0.3,0.0,0.4,0.0,1.6,SF,24.0,8.0,46,2.6,0.344,.333,.111,2.2,12.0,6.9,6.4,2.1,0.0,13.7,20.7,,-0.2,0.1,-0.1,-0.128,,-9.5,-1.8,-11.3,-0.1
267,Cameron Johnson,PF,23.0,PHO,39.0,0.0,19.7,2.6,6.4,0.41,1.7,4.4,0.386,0.9,2.0,.462,0.542,0.7,0.9,0.75,0.9,2.1,3.0,0.9,0.5,0.3,0.6,1.4,7.6,PF,23.0,39.0,769,11.4,0.561,.687,.145,5.1,11.9,8.4,6.7,1.1,1.3,8.3,15.9,,0.7,0.5,1.2,.078,,0.1,-1.2,-1.1,0.2
268,James Johnson,PF,32.0,MIA,18.0,0.0,15.6,2.2,4.8,0.44799999999999995,0.9,2.5,0.35600000000000004,1.3,2.3,.548,0.54,0.4,0.8,0.5710000000000001,0.4,2.4,2.9,1.2,0.3,0.7,0.8,1.9,5.7,PF,32.0,18.0,281,11.3,0.547,.517,.161,3.4,16.6,10.4,11.1,1.0,4.5,13.9,17.0,,0.1,0.4,0.4,.072,,-2.2,1.1,-1.1,0.1
269,Keldon Johnson,SF,20.0,SAS,4.0,0.0,3.0,0.5,1.3,0.4,0.0,0.0,0.0,0.5,1.3,.400,0.4,0.0,0.0,0.0,0.0,0.8,0.8,0.0,0.0,0.0,0.0,0.0,1.0,SF,20.0,4.0,12,6.1,0.4,.000,.000,0.0,26.6,13.3,0.0,0.0,0.0,0.0,18.0,,0.0,0.0,0.0,-0.069,,-11.1,-7.2,-18.3,0.0
270,Stanley Johnson,PF,23.0,TOR,17.0,0.0,4.9,0.5,1.6,0.28600000000000003,0.1,0.7,0.16699999999999998,0.4,0.9,.375,0.321,0.2,0.2,0.75,0.2,0.9,1.1,0.4,0.2,0.1,0.5,0.5,1.2,PF,23.0,17.0,84,2.5,0.353,.429,.143,3.8,18.4,11.3,9.6,1.7,2.3,21.2,19.3,,-0.3,0.1,-0.2,-0.088,,-9.2,1.1,-8.1,-0.1
271,Tyler Johnson,SG,27.0,PHO,31.0,3.0,16.6,2.1,5.5,0.38,0.8,2.7,0.289,1.3,2.8,.466,0.45,0.8,1.0,0.75,0.3,1.4,1.7,1.6,0.4,0.3,0.8,1.4,5.7,SG,27.0,31.0,515,8.2,0.48100000000000004,.485,.187,2.1,9.1,5.6,13.4,1.1,1.3,11.5,17.2,,-0.2,0.3,0.2,.015,,-3.0,-1.4,-4.5,-0.3
272,Nikola Jokić,C,24.0,DEN,52.0,52.0,32.3,8.0,15.5,0.517,1.3,3.8,0.33,6.7,11.6,.579,0.5579999999999999,3.3,4.2,0.8009999999999999,2.4,7.9,10.3,6.8,1.2,0.6,2.9,3.1,20.6,C,24.0,52.0,1680,25.4,0.596,.249,.269,8.1,26.9,17.4,34.8,1.8,1.7,14.4,26.9,,5.0,2.7,7.7,.220,,5.5,3.0,8.5,4.4
273,Damian Jones,C,24.0,ATL,48.0,25.0,16.9,2.4,3.5,0.687,0.0,0.2,0.25,2.3,3.3,.709,0.693,1.3,1.8,0.738,1.4,2.4,3.8,0.6,0.5,0.8,0.6,2.8,6.1,C,24.0,48.0,809,16.0,0.7190000000000001,.048,.506,8.9,15.6,12.2,5.6,1.3,3.8,12.1,11.8,,2.1,0.6,2.7,.158,,-0.1,0.9,0.7,0.6
274,Derrick Jones,SF,22.0,MIA,37.0,3.0,24.8,3.1,6.4,0.48700000000000004,0.7,2.6,0.27399999999999997,2.4,3.9,.629,0.542,1.9,2.5,0.772,1.1,3.3,4.4,1.0,1.0,0.7,0.6,2.2,8.9,SF,22.0,37.0,919,14.0,0.591,.399,.387,5.0,14.1,9.8,5.7,2.0,2.8,7.9,14.5,,1.4,1.2,2.6,.136,,-0.2,1.3,1.1,0.7
275,Tyus Jones,PG,23.0,MEM,52.0,6.0,18.9,2.9,6.2,0.466,0.6,1.7,0.384,2.2,4.5,.496,0.517,0.5,0.7,0.765,0.1,1.5,1.6,4.5,0.9,0.1,0.9,0.6,6.9,PG,23.0,52.0,983,15.4,0.5329999999999999,.269,.106,0.8,8.1,4.5,32.4,2.2,0.5,12.3,16.3,,1.5,0.7,2.2,.105,,-0.5,-2.2,-2.7,-0.2
276,DeAndre Jordan,C,31.0,BRK,42.0,4.0,20.9,3.2,4.8,0.677,0.0,0.0,0.0,3.2,4.8,.677,0.677,1.4,2.0,0.6940000000000001,2.3,7.3,9.6,2.0,0.4,1.0,1.4,2.0,7.9,C,31.0,42.0,878,20.4,0.6940000000000001,.000,.423,11.6,34.9,23.6,14.1,0.9,3.7,19.6,14.1,,2.1,1.7,3.8,.210,,-0.6,4.0,3.4,1.2
277,Cory Joseph,PG,28.0,SAC,51.0,20.0,24.7,2.4,6.0,0.401,0.8,2.2,0.35100000000000003,1.6,3.8,.429,0.46399999999999997,0.7,0.9,0.8440000000000001,0.6,2.0,2.6,3.5,0.7,0.3,1.1,1.9,6.3,PG,28.0,51.0,1261,9.5,0.494,.362,.147,2.5,9.6,6.0,19.4,1.3,1.2,14.9,13.3,,0.6,0.7,1.3,.050,,-2.3,-0.4,-2.7,-0.2
278,Mfiondu Kabengele,C,22.0,LAC,10.0,0.0,4.4,1.0,2.2,0.455,0.6,1.2,0.5,0.4,1.0,.400,0.591,0.3,0.3,1.0,0.1,0.7,0.8,0.1,0.1,0.1,0.1,0.6,2.9,C,22.0,10.0,44,18.4,0.622,.545,.136,2.4,16.0,9.3,3.6,1.1,2.0,4.1,22.8,,0.1,0.1,0.2,.182,,1.1,-2.9,-1.7,0.0
279,Frank Kaminsky,C,26.0,PHO,32.0,13.0,22.4,4.0,8.7,0.455,1.2,3.5,0.348,2.8,5.2,.527,0.525,1.8,2.8,0.67,0.9,4.0,4.9,2.2,0.4,0.3,1.0,2.2,11.0,C,26.0,32.0,718,14.7,0.5539999999999999,.401,.315,4.5,20.0,12.1,14.7,0.9,1.2,9.4,20.7,,0.8,0.6,1.5,.098,,-0.2,-0.7,-0.8,0.2
280,Enes Kanter,C,27.0,BOS,39.0,6.0,18.9,4.1,6.9,0.595,0.0,0.2,0.16699999999999998,4.1,6.7,.605,0.597,1.3,1.9,0.684,3.1,5.3,8.4,1.1,0.4,0.9,1.1,1.8,9.6,C,27.0,39.0,738,23.9,0.617,.022,.283,17.7,29.9,23.8,8.7,1.0,4.2,11.9,19.9,,2.2,1.4,3.6,.235,,1.0,1.9,2.9,0.9
281,Luke Kennard,SG,23.0,DET,28.0,25.0,32.9,5.4,12.2,0.442,2.6,6.5,0.39899999999999997,2.8,5.7,.491,0.5479999999999999,2.4,2.7,0.893,0.3,3.2,3.5,4.1,0.4,0.2,1.5,2.3,15.8,SG,23.0,28.0,922,14.4,0.589,.535,.219,1.1,11.0,6.0,18.8,0.6,0.5,10.3,19.6,,1.7,0.3,2.0,.102,,1.8,-2.4,-0.6,0.3
282,Stanton Kidd,SF,27.0,UTA,4.0,0.0,3.8,0.0,0.8,0.0,0.0,0.3,0.0,0.0,0.5,.000,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.3,0.0,0.0,0.5,0.8,0.0,SF,27.0,4.0,15,-13.7,0.0,.333,.000,0.0,20.8,10.8,8.0,0.0,0.0,40.0,14.6,,-0.1,0.0,-0.1,-0.321,,-16.4,0.5,-15.9,-0.1
283,Michael Kidd-Gilchrist,PF,26.0,CHO,12.0,0.0,13.3,1.5,4.4,0.34,0.4,1.4,0.294,1.1,3.0,.361,0.387,0.6,0.8,0.778,0.8,2.2,2.9,0.8,0.0,0.3,0.6,1.5,4.0,PF,26.0,12.0,160,6.1,0.42100000000000004,.321,.170,5.9,18.6,11.9,9.5,0.0,1.7,10.9,17.5,,-0.2,0.1,-0.1,-0.033,,-6.0,-2.2,-8.1,-0.2
284,Louis King,SF,20.0,DET,10.0,0.0,6.2,0.8,2.1,0.381,0.4,1.1,0.364,0.4,1.0,.400,0.47600000000000003,0.0,0.3,0.0,0.1,0.9,1.0,0.5,0.2,0.0,0.2,1.0,2.0,SF,20.0,10.0,62,6.3,0.44799999999999995,.524,.143,1.8,16.5,9.1,11.6,1.6,0.0,8.2,17.0,,0.0,0.0,0.0,-0.004,,-3.7,-2.0,-5.7,-0.1
285,Maxi Kleber,C,28.0,DAL,51.0,13.0,25.1,3.2,6.8,0.46399999999999997,1.6,4.3,0.387,1.5,2.6,.591,0.585,1.1,1.3,0.8909999999999999,1.7,3.7,5.4,1.0,0.3,1.1,0.7,2.3,9.1,C,28.0,51.0,1278,14.4,0.616,.622,.183,7.0,15.3,11.2,5.7,0.6,3.6,8.9,13.8,,2.6,1.1,3.7,.138,,1.4,0.5,1.9,1.3
286,Brandon Knight,PG,28.0,CLE,16.0,0.0,15.1,1.8,5.4,0.326,1.2,4.0,0.297,0.6,1.4,.409,0.436,0.3,0.8,0.308,0.2,1.1,1.3,1.9,0.3,0.1,1.0,1.3,4.9,PG,28.0,16.0,241,5.6,0.431,.744,.151,1.4,7.9,4.6,18.1,1.0,0.7,14.9,19.1,,-0.3,0.0,-0.3,-0.064,,-3.1,-3.7,-6.9,-0.3
287,Kevin Knox,SF,20.0,NYK,51.0,4.0,18.6,2.4,6.5,0.36700000000000005,1.1,3.3,0.325,1.3,3.2,.411,0.45,1.1,1.7,0.6509999999999999,0.4,2.6,3.0,1.0,0.4,0.4,0.6,1.5,7.0,SF,20.0,51.0,947,9.3,0.48,.509,.259,2.0,15.6,8.6,7.8,1.0,1.9,8.2,18.0,,-0.2,0.6,0.4,.018,,-2.9,-1.3,-4.2,-0.5
288,John Konchar,SG,23.0,MEM,6.0,0.0,5.7,0.5,0.8,0.6,0.0,0.3,0.0,0.5,0.5,1.000,0.6,0.2,0.2,1.0,0.0,0.3,0.3,0.5,0.0,0.0,0.0,0.2,1.2,SG,23.0,6.0,34,8.5,0.643,.400,.200,0.0,6.2,3.1,11.0,0.0,0.0,0.0,6.7,,0.1,0.0,0.1,.085,,-1.9,-3.2,-5.1,0.0
289,Furkan Korkmaz,SG,22.0,PHI,52.0,11.0,21.1,3.4,7.8,0.431,1.9,4.9,0.391,1.5,2.9,.497,0.5529999999999999,0.7,1.0,0.706,0.3,2.0,2.2,1.0,0.5,0.3,0.7,1.4,9.3,SG,22.0,52.0,1096,11.4,0.5660000000000001,.623,.126,1.4,10.1,5.8,6.7,1.1,1.0,7.9,18.3,,0.7,1.2,1.9,.082,,-0.5,-1.7,-2.2,0.0
290,Luke Kornet,C,24.0,CHI,33.0,11.0,14.8,2.0,4.9,0.41,0.8,2.9,0.27399999999999997,1.2,2.0,.606,0.491,0.6,0.8,0.731,0.6,1.7,2.3,0.9,0.3,0.8,0.4,1.3,5.4,C,24.0,33.0,490,12.2,0.513,.590,.161,4.3,12.8,8.4,9.4,1.0,4.8,6.5,16.1,,0.3,0.5,0.9,.084,,-1.7,0.8,-0.9,0.1
291,Kyle Korver,SF,38.0,MIL,45.0,0.0,16.7,2.1,5.0,0.424,1.7,4.0,0.419,0.4,1.0,.444,0.5920000000000001,0.6,0.7,0.8390000000000001,0.2,1.8,2.0,1.2,0.4,0.2,0.8,1.3,6.5,SF,38.0,45.0,752,10.9,0.612,.799,.138,1.5,9.7,5.9,9.1,1.2,1.2,13.8,15.1,,0.7,1.2,1.9,.119,,0.0,-0.2,-0.2,0.3
292,Rodions Kurucs,PF,21.0,BRK,32.0,4.0,13.3,1.8,3.6,0.491,0.8,1.7,0.46299999999999997,1.0,1.9,.516,0.599,0.4,0.7,0.636,0.5,1.9,2.4,0.9,0.4,0.1,1.0,1.8,4.8,PF,21.0,32.0,424,9.8,0.609,.466,.190,4.0,14.4,9.3,9.9,1.4,0.4,20.3,15.5,,0.1,0.5,0.6,.068,,-2.5,-0.2,-2.6,-0.1
293,Kyle Kuzma,PF,24.0,LAL,41.0,6.0,24.9,4.8,11.0,0.433,1.5,4.6,0.33,3.2,6.4,.508,0.502,1.9,2.5,0.74,0.9,3.5,4.4,1.1,0.3,0.4,1.5,1.8,12.9,PF,24.0,41.0,1020,11.9,0.534,.418,.231,4.2,15.0,9.8,6.3,0.6,1.4,11.3,23.2,,0.1,1.1,1.2,.056,,-2.2,-1.9,-4.2,-0.6
294,Skal Labissière,C,23.0,POR,33.0,1.0,17.2,2.5,4.5,0.551,0.1,0.4,0.231,2.4,4.1,.582,0.561,0.8,1.0,0.758,2.0,3.2,5.1,1.3,0.2,0.9,0.9,2.7,5.8,C,23.0,33.0,567,15.5,0.588,.088,.224,12.0,18.6,15.3,10.2,0.6,4.6,15.7,14.3,,1.0,0.4,1.5,.124,,-0.5,1.6,1.1,0.4
295,Jeremy Lamb,SG,27.0,IND,41.0,41.0,28.6,4.8,10.6,0.452,1.1,3.5,0.331,3.6,7.1,.510,0.506,1.9,2.3,0.8490000000000001,0.5,3.9,4.4,2.1,1.2,0.5,1.1,2.2,12.6,SG,27.0,41.0,1174,13.9,0.545,.327,.214,2.0,15.0,8.5,10.3,2.0,1.5,8.7,19.5,,0.8,1.5,2.3,.096,,-0.7,0.7,0.0,0.6
296,Romeo Langford,SG,20.0,BOS,16.0,1.0,10.9,1.2,2.4,0.48700000000000004,0.3,0.9,0.267,0.9,1.5,.625,0.5379999999999999,0.8,1.0,0.75,0.4,0.8,1.1,0.2,0.3,0.4,0.3,0.8,3.4,SG,20.0,16.0,174,10.7,0.586,.385,.410,3.7,7.4,5.6,2.3,1.4,3.2,9.8,12.5,,0.2,0.2,0.4,.106,,-1.9,0.4,-1.5,0.0
297,Zach LaVine,SG,24.0,CHI,53.0,53.0,34.4,8.6,19.5,0.442,2.9,7.8,0.373,5.7,11.7,.487,0.516,4.7,5.7,0.825,0.7,4.1,4.8,4.1,1.4,0.5,3.2,2.2,24.9,SG,24.0,53.0,1821,19.5,0.564,.401,.293,2.1,13.7,7.7,21.3,2.0,1.2,12.5,31.4,,1.8,2.0,3.8,.101,,2.3,-0.8,1.6,1.6
298,Vic Law,SF,24.0,ORL,2.0,0.0,2.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SF,24.0,2.0,4,-20.3,0.0,1.000,2.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.5,,0.0,0.0,0.0,-0.539,,-15.9,-6.7,-22.6,0.0
299,Jake Layman,PF,25.0,MIN,14.0,2.0,26.4,4.4,9.4,0.462,1.4,3.9,0.35200000000000004,3.0,5.6,.538,0.534,0.4,0.7,0.6,0.9,2.1,2.9,0.8,0.9,0.7,1.3,2.2,10.5,PF,25.0,14.0,369,10.1,0.539,.409,.076,3.3,8.5,5.8,4.6,1.5,2.2,11.7,17.3,,-0.1,0.3,0.2,.024,,-2.7,-0.8,-3.4,-0.1
300,T.J. Leaf,PF,22.0,IND,22.0,1.0,8.2,1.3,3.0,0.424,0.2,0.6,0.35700000000000004,1.0,2.4,.442,0.462,0.3,0.5,0.6,0.9,1.8,2.7,0.3,0.3,0.1,0.3,0.8,3.0,PF,22.0,22.0,180,13.8,0.47600000000000003,.212,.152,12.4,24.6,18.5,4.7,1.9,1.5,7.9,18.7,,0.0,0.3,0.3,.087,,-3.3,-0.7,-4.0,-0.1
301,Jalen Lecque,PG,19.0,PHO,3.0,0.0,7.3,1.0,2.3,0.429,0.0,1.0,0.0,1.0,1.3,.750,0.429,0.7,0.7,1.0,0.0,0.0,0.0,0.3,0.0,0.0,0.3,0.7,2.7,PG,19.0,3.0,22,4.7,0.508,.429,.286,0.0,0.0,0.0,6.4,0.0,0.0,11.3,17.1,,0.0,0.0,0.0,-0.020,,-5.5,-6.3,-11.8,-0.1
302,Courtney Lee,SG,34.0,DAL,12.0,4.0,9.2,1.7,2.8,0.606,1.0,1.7,0.6,0.7,1.1,.615,0.7879999999999999,0.0,0.0,0.0,0.1,0.6,0.7,0.3,0.0,0.2,0.2,0.8,4.3,SG,34.0,12.0,110,15.7,0.7879999999999999,.606,.000,1.0,6.6,3.8,5.4,0.0,1.5,5.7,13.6,,0.3,0.0,0.4,.157,,2.9,-3.2,-0.3,0.0
303,Damion Lee,SG,27.0,GSW,36.0,23.0,27.9,4.1,9.9,0.409,1.4,3.9,0.345,2.7,6.0,.451,0.478,2.3,2.6,0.8740000000000001,0.8,4.2,5.0,2.5,0.9,0.1,1.3,2.3,11.8,SG,27.0,36.0,1006,12.1,0.532,.398,.266,3.0,16.7,9.6,13.8,1.5,0.3,10.7,18.9,,0.5,0.6,1.0,.050,,-1.5,-1.3,-2.8,-0.2
304,Alex Len,C,26.0,ATL,40.0,9.0,18.6,3.6,6.5,0.546,0.4,1.4,0.25,3.2,5.1,.627,0.573,1.3,2.0,0.63,1.7,4.0,5.8,1.1,0.5,0.8,1.0,2.3,8.7,C,26.0,40.0,745,17.6,0.59,.215,.312,9.9,23.5,16.6,8.8,1.2,3.7,11.7,18.6,,1.1,0.7,1.8,.117,,-0.9,0.4,-0.6,0.3
305,Kawhi Leonard,SF,28.0,LAC,39.0,39.0,32.2,9.4,20.3,0.46399999999999997,2.1,5.6,0.373,7.3,14.7,.499,0.516,6.1,6.8,0.8909999999999999,1.1,6.5,7.5,5.3,1.9,0.7,3.1,1.9,27.0,SF,28.0,39.0,1254,26.7,0.579,.277,.334,3.4,20.3,12.0,28.9,2.8,1.8,11.7,33.9,,3.2,2.4,5.6,.213,,4.9,2.7,7.5,3.0
306,Meyers Leonard,C,27.0,MIA,49.0,49.0,20.1,2.4,4.6,0.52,1.0,2.4,0.429,1.3,2.1,.625,0.635,0.3,0.5,0.654,0.6,4.5,5.1,1.1,0.3,0.3,0.7,2.1,6.1,C,27.0,49.0,987,11.2,0.64,.534,.117,3.2,23.8,14.1,7.7,0.6,1.5,13.0,12.1,,1.1,1.2,2.3,.110,,-1.1,0.3,-0.8,0.3
