,Player,Pos_x,Age_x,Tm_x,G_x,GS,MP_x,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Pos_y,Age_y,Tm_y,G_y,MP_y,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48, ,OBPM,DBPM,BPM,VORP
177,Draymond Green,PF,29.0,GSW,36.0,36.0,29.2,3.0,7.8,0.384,0.8,3.1,0.27,2.1,4.7,.458,0.43700000000000006,1.6,2.2,.756,0.6,5.7,6.3,5.9,1.4,0.8,2.3,2.6,8.4,PF,29.0,GSW,36.0,1052,12.4,0.484,.398,.280,2.0,21.7,11.5,29.4,2.4,2.4,20.5,15.9,,-0.2,1.2,0.9,.043,,-2.7,2.1,-0.7,0.4
178,JaMychal Green,PF,29.0,LAC,39.0,0.0,21.0,2.3,5.6,0.409,1.3,3.7,0.354,1.0,1.9,.513,0.525,0.7,0.9,.778,1.5,5.1,6.6,0.7,0.5,0.4,0.9,2.7,6.6,PF,29.0,LAC,39.0,820,10.8,0.5489999999999999,.655,.164,7.4,24.3,16.0,4.5,1.1,1.6,13.2,13.7,,0.5,1.3,1.8,.107,,-1.3,0.7,-0.6,0.3
179,Javonte Green,SF,26.0,BOS,37.0,0.0,9.1,1.3,2.5,0.527,0.2,0.6,0.28600000000000003,1.1,1.9,.600,0.56,0.6,0.9,.647,0.4,1.2,1.7,0.5,0.5,0.1,0.3,0.8,3.4,SF,26.0,BOS,37.0,338,14.4,0.585,.231,.374,5.1,14.5,9.9,7.4,2.6,1.3,10.2,14.9,,0.5,0.6,1.0,.145,,-1.1,1.0,-0.2,0.2
180,Jeff Green,PF,33.0,UTA,30.0,2.0,18.4,2.5,6.5,0.385,1.1,3.5,0.327,1.4,3.0,.451,0.47200000000000003,1.6,2.1,.778,0.5,2.2,2.7,0.7,0.4,0.3,0.9,1.5,7.8,PF,33.0,UTA,30.0,553,10.2,0.523,.533,.323,2.9,12.6,8.0,5.2,1.1,1.5,10.8,19.7,,0.0,0.6,0.7,.057,,-2.1,-0.7,-2.8,-0.1
181,Blake Griffin,PF,30.0,DET,18.0,18.0,28.4,4.9,13.9,0.35200000000000004,1.5,6.2,0.243,3.4,7.7,.439,0.406,4.2,5.4,.776,0.9,3.7,4.7,3.3,0.4,0.4,2.2,1.5,15.5,PF,30.0,DET,18.0,512,12.0,0.47600000000000003,.444,.392,3.7,14.7,9.2,17.7,0.7,1.1,12.0,28.2,,-0.3,0.2,-0.1,-0.008,,-2.1,-2.5,-4.6,-0.3
182,Marko Guduric,SG,24.0,MEM,32.0,0.0,13.4,1.6,4.2,0.37,0.6,2.2,0.28600000000000003,0.9,2.0,.462,0.444,0.6,0.7,.905,0.4,1.6,1.9,1.3,0.3,0.2,1.1,1.0,4.3,SG,24.0,MEM,32.0,430,7.1,0.48200000000000004,.519,.156,3.0,12.3,7.7,12.0,1.2,1.4,19.1,17.3,,-0.5,0.2,-0.2,-0.026,,-4.0,-1.2,-5.2,-0.3
183,Kyle Guy,SG,22.0,SAC,2.0,0.0,2.0,0.5,1.0,0.5,0.0,0.5,0.0,0.5,0.5,1.000,0.5,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,SG,22.0,SAC,2.0,4,10.1,0.5,.500,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.8,,0.0,0.0,0.0,-0.018,,-3.4,-7.6,-10.9,0.0
184,Rui Hachimura,PF,21.0,WAS,25.0,25.0,29.2,5.8,12.1,0.48200000000000004,0.4,1.9,0.20800000000000002,5.4,10.2,.533,0.498,1.8,2.2,.852,1.6,4.2,5.8,1.6,0.7,0.1,0.8,2.3,13.9,PF,21.0,WAS,25.0,729,14.2,0.5329999999999999,.158,.178,5.6,16.5,10.9,8.0,1.2,0.4,5.8,19.7,,0.8,0.0,0.9,.056,,-1.0,-2.6,-3.6,-0.3
185,Devon Hall,SG,24.0,OKC,5.0,0.0,4.0,0.2,1.0,0.2,0.0,0.4,0.0,0.2,0.6,.333,0.2,0.6,0.8,.750,0.0,0.2,0.2,0.6,0.0,0.0,0.2,0.2,1.0,SG,24.0,OKC,5.0,20,3.6,0.37,.400,.800,0.0,5.3,2.8,19.2,0.0,0.0,12.9,17.1,,0.0,0.0,0.0,-0.059,,-6.8,-4.6,-11.5,0.0
186,Tim Hardaway,SG,27.0,DAL,45.0,32.0,26.6,4.9,11.5,0.429,2.7,6.8,0.397,2.2,4.7,.474,0.545,1.6,2.0,.789,0.4,2.6,2.9,1.7,0.6,0.1,0.8,1.8,14.1,SG,27.0,DAL,45.0,1199,14.3,0.57,.589,.174,1.4,9.9,5.7,9.3,1.1,0.3,6.4,21.2,,1.9,0.6,2.5,.102,,1.6,-2.7,-1.1,0.3
187,James Harden,SG,30.0,HOU,45.0,45.0,37.1,10.3,23.6,0.435,4.6,13.0,0.35700000000000004,5.6,10.6,.530,0.5329999999999999,10.5,12.2,.863,1.1,5.3,6.4,7.2,1.7,0.9,4.6,3.2,35.6,SG,30.0,HOU,45.0,1669,28.9,0.616,.549,.515,3.0,14.8,8.9,33.4,2.1,2.1,13.7,37.0,,6.8,1.9,8.7,.251,,8.9,-0.1,8.8,4.6
188,Maurice Harkless,SF,26.0,LAC,47.0,35.0,23.0,2.2,4.4,0.505,0.5,1.4,0.34299999999999997,1.7,3.0,.583,0.561,0.5,0.9,.571,1.0,3.0,4.0,1.0,1.0,0.6,0.9,2.4,5.4,SF,26.0,LAC,47.0,1079,9.5,0.568,.325,.204,4.5,13.2,8.9,5.7,2.0,2.4,16.4,10.2,,0.4,1.6,2.0,.090,,-1.7,3.1,1.3,0.9
189,Jared Harper,PG,22.0,PHO,1.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PG,22.0,PHO,1.0,2,-19.5,0.0,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.2,,0.0,0.0,0.0,-0.516,,-16.4,-7.3,-23.7,0.0
190,Montrezl Harrell,C,26.0,LAC,47.0,2.0,28.7,7.9,13.8,0.568,0.0,0.3,0.0,7.9,13.5,.581,0.568,3.6,5.7,.630,2.8,4.4,7.2,1.8,0.7,1.2,1.9,2.3,19.3,C,26.0,LAC,47.0,1350,22.8,0.591,.023,.415,10.2,15.4,12.8,10.8,1.1,3.6,10.2,26.1,,3.2,1.9,5.0,.178,,1.0,1.2,2.2,1.4
191,Gary Harris,SG,25.0,DEN,40.0,40.0,32.2,4.1,9.7,0.41600000000000004,1.3,4.2,0.311,2.8,5.6,.495,0.483,1.3,1.6,.828,0.5,2.3,2.8,2.2,1.4,0.3,1.0,2.3,10.7,SG,25.0,DEN,40.0,1288,10.0,0.514,.429,.165,1.8,7.8,4.8,9.3,2.2,0.8,8.9,15.3,,0.5,1.4,1.8,.067,,-1.1,0.3,-0.8,0.4
192,Joe Harris,SF,28.0,BRK,46.0,46.0,31.6,5.0,11.0,0.45899999999999996,2.4,5.9,0.39899999999999997,2.7,5.0,.530,0.5670000000000001,1.0,1.4,.734,0.9,3.2,4.1,2.1,0.7,0.3,1.5,2.3,13.5,SF,28.0,BRK,46.0,1452,11.9,0.581,.541,.127,2.9,10.3,6.7,10.1,1.0,0.7,11.5,17.4,,1.3,1.2,2.4,.081,,0.1,-0.7,-0.6,0.5
193,Tobias Harris,PF,27.0,PHI,49.0,49.0,34.5,7.6,15.8,0.478,1.8,5.0,0.35200000000000004,5.8,10.8,.536,0.534,2.6,3.2,.804,0.7,6.1,6.8,3.0,0.8,0.6,1.6,2.4,19.4,PF,27.0,PHI,49.0,1689,16.8,0.565,.315,.204,2.3,19.2,10.8,13.7,1.1,1.5,8.5,23.6,,2.2,2.4,4.6,.130,,0.2,0.2,0.4,1.0
194,Shaquille Harrison,SF,26.0,CHI,29.0,4.0,7.3,1.1,2.6,0.413,0.2,0.6,0.353,0.9,2.0,.431,0.45299999999999996,0.7,1.0,.714,0.2,1.0,1.3,1.0,0.4,0.2,0.3,0.8,3.0,SF,26.0,CHI,29.0,213,15.2,0.504,.227,.373,3.4,16.0,9.5,19.9,2.7,2.2,8.4,19.2,,0.2,0.3,0.5,.119,,-2.2,1.1,-1.2,0.0
195,Josh Hart,SF,24.0,NOP,42.0,11.0,28.2,3.6,8.7,0.418,2.0,5.9,0.348,1.6,2.8,.564,0.536,1.2,1.6,.761,1.0,5.2,6.2,1.4,1.1,0.4,1.2,2.8,10.5,SF,24.0,NOP,42.0,1184,11.5,0.56,.679,.184,3.7,19.9,11.7,6.7,1.8,1.3,11.5,15.5,,0.8,1.1,1.8,.074,,-0.4,0.1,-0.3,0.5
196,Isaiah Hartenstein,C,21.0,HOU,20.0,2.0,12.4,2.1,3.1,0.6890000000000001,0.0,0.2,0.0,2.1,2.9,.724,0.6890000000000001,0.9,1.3,.692,1.4,3.0,4.3,0.8,0.4,0.6,0.8,1.9,5.1,C,21.0,HOU,20.0,248,19.6,0.7040000000000001,.049,.426,11.3,24.7,18.0,9.4,1.5,4.1,17.2,14.4,,0.7,0.4,1.1,.204,,-0.4,2.0,1.7,0.2
197,Udonis Haslem,PF,39.0,MIA,2.0,0.0,5.5,0.5,0.5,1.0,0.0,0.0,0.0,0.5,0.5,1.000,1.0,1.5,2.0,.750,0.0,1.5,1.5,0.0,0.0,0.0,0.0,1.5,2.5,PF,39.0,MIA,2.0,11,16.1,0.9059999999999999,.000,4.000,0.0,28.9,15.3,0.0,0.0,0.0,0.0,11.1,,0.1,0.0,0.1,.291,,-1.8,-5.6,-7.5,0.0
198,Jaxson Hayes,C,19.0,NOP,46.0,12.0,19.1,3.1,4.7,0.665,0.0,0.1,0.25,3.1,4.6,.673,0.667,2.2,3.4,.627,1.6,2.9,4.5,1.0,0.5,1.1,0.8,2.8,8.4,C,19.0,NOP,46.0,880,18.2,0.6779999999999999,.019,.735,8.9,16.1,12.4,7.1,1.1,4.8,11.5,15.1,,2.4,0.8,3.2,.174,,0.3,1.4,1.8,0.8
199,Gordon Hayward,SF,29.0,BOS,31.0,31.0,32.5,6.8,13.1,0.517,1.5,4.1,0.381,5.2,9.0,.579,0.5760000000000001,2.1,2.4,.880,1.0,5.3,6.3,3.9,0.7,0.4,1.8,1.8,17.2,SF,29.0,BOS,31.0,1006,18.7,0.608,.310,.185,3.3,17.4,10.4,18.7,1.1,1.2,11.5,21.0,,2.2,1.3,3.5,.169,,2.2,0.5,2.6,1.2
200,John Henson,PF,29.0,CLE,26.0,1.0,13.4,2.0,4.0,0.505,0.2,1.0,0.185,1.8,2.9,.618,0.529,0.6,1.2,.500,1.0,2.7,3.7,1.4,0.5,1.1,0.7,1.8,4.8,PF,29.0,CLE,26.0,348,17.3,0.534,.262,.291,8.5,22.0,15.2,15.3,2.0,6.9,13.4,16.5,,0.3,0.4,0.8,.107,,-1.1,3.8,2.7,0.4
201,Dewan Hernandez,C,23.0,TOR,4.0,0.0,2.8,0.3,1.3,0.2,0.0,0.3,0.0,0.3,1.0,.250,0.2,0.5,0.5,1.000,0.5,1.3,1.8,0.0,0.3,0.0,0.3,1.5,1.0,C,23.0,TOR,4.0,11,4.3,0.34,.200,.400,19.4,46.7,33.3,0.0,4.3,0.0,14.5,26.8,,0.0,0.0,0.0,.008,,-14.0,-6.0,-20.0,0.0
202,Juan Hernangómez,PF,24.0,DEN,32.0,0.0,11.9,1.1,3.2,0.35600000000000004,0.5,1.8,0.259,0.7,1.3,.488,0.431,0.3,0.6,.550,0.6,1.9,2.5,0.7,0.1,0.1,0.4,0.8,3.1,PF,24.0,DEN,32.0,382,6.9,0.446,.574,.198,5.4,17.4,11.3,7.2,0.5,0.7,11.3,14.0,,-0.2,0.3,0.2,.022,,-3.8,-1.3,-5.2,-0.3
203,Willy Hernangómez,C,25.0,CHO,19.0,0.0,8.7,2.1,3.5,0.5820000000000001,0.3,0.7,0.35700000000000004,1.8,2.8,.642,0.619,0.9,1.8,.529,1.1,2.0,3.1,0.4,0.2,0.3,0.7,0.9,5.3,C,25.0,CHO,19.0,165,22.2,0.616,.209,.507,13.3,26.3,19.5,9.1,1.2,2.8,14.6,25.4,,0.3,0.2,0.4,.123,,-0.5,-1.5,-2.0,0.0
204,Tyler Herro,SG,20.0,MIA,44.0,6.0,28.1,4.8,11.6,0.413,2.1,5.5,0.38799999999999996,2.7,6.2,.435,0.504,1.4,1.7,.829,0.3,3.8,4.2,2.0,0.7,0.2,1.6,1.3,13.1,SG,20.0,MIA,44.0,1236,11.5,0.531,.470,.149,1.3,14.5,8.3,11.4,1.1,0.5,11.7,22.0,,-0.2,1.2,1.0,.039,,-1.9,-1.5,-3.4,-0.4
205,Kevin Hervey,PF,23.0,OKC,6.0,0.0,2.2,0.0,0.8,0.0,0.0,0.7,0.0,0.0,0.2,.000,0.0,0.0,0.0,,0.0,0.3,0.3,0.2,0.0,0.0,0.0,0.2,0.0,PF,23.0,OKC,6.0,13,-12.4,0.0,.800,.000,0.0,16.4,8.5,9.3,0.0,0.0,0.0,16.9,,-0.1,0.0,-0.1,-0.357,,-13.8,-3.2,-17.0,0.0
206,Mario Hezonja,PF,24.0,POR,35.0,4.0,16.5,1.5,4.0,0.374,0.4,1.3,0.27699999999999997,1.1,2.6,.424,0.42100000000000004,1.0,1.2,.837,0.6,3.2,3.8,0.8,0.6,0.1,0.8,2.3,4.4,PF,24.0,POR,35.0,577,7.5,0.484,.338,.309,3.8,19.4,11.7,6.1,1.6,0.7,15.1,13.6,,-0.2,0.5,0.3,.022,,-3.9,-0.2,-4.1,-0.3
207,Buddy Hield,SG,27.0,SAC,48.0,44.0,33.8,7.4,17.4,0.425,3.7,9.9,0.373,3.7,7.5,.493,0.531,1.8,2.2,.829,0.9,4.1,5.1,3.1,0.8,0.3,2.5,2.6,20.3,SG,27.0,SAC,48.0,1624,15.3,0.5529999999999999,.571,.126,3.0,14.2,8.4,15.2,1.2,0.9,12.1,26.9,,0.9,1.1,2.0,.058,,1.6,-1.9,-0.3,0.7
208,George Hill,PG,33.0,MIL,44.0,0.0,21.1,3.5,6.4,0.541,1.5,3.0,0.511,2.0,3.5,.566,0.659,1.3,1.5,.821,0.9,2.1,3.0,3.0,0.7,0.1,1.0,1.4,9.7,PG,33.0,MIL,44.0,928,18.3,0.685,.463,.237,4.5,9.3,7.1,19.0,1.6,0.4,11.8,15.8,,3.0,1.4,4.4,.227,,3.4,-0.1,3.4,1.3
209,Solomon Hill,SF,28.0,MEM,47.0,3.0,18.9,2.0,4.9,0.414,1.2,3.1,0.381,0.9,1.8,.471,0.534,0.6,0.8,.684,0.5,2.5,3.0,2.0,0.7,0.1,0.8,1.5,5.8,SF,28.0,MEM,47.0,887,10.5,0.551,.634,.164,2.9,14.2,8.6,13.2,1.6,0.7,13.6,13.5,,0.6,0.6,1.2,.063,,-0.6,-0.4,-1.1,0.2
210,Jaylen Hoard,SF,20.0,POR,12.0,0.0,7.8,1.1,2.4,0.44799999999999995,0.0,0.3,0.0,1.1,2.2,.500,0.44799999999999995,0.5,0.9,.545,1.1,1.4,2.5,0.3,0.4,0.0,0.3,0.8,2.7,SF,20.0,POR,12.0,94,14.0,0.473,.103,.379,14.4,18.3,16.4,5.9,2.5,0.0,10.6,17.0,,0.1,0.1,0.1,.076,,-2.3,-1.2,-3.4,0.0
211,Aaron Holiday,PG,23.0,IND,45.0,18.0,23.4,3.9,9.1,0.424,1.6,3.7,0.425,2.3,5.4,.424,0.511,1.0,1.2,.870,0.4,1.9,2.3,3.5,0.8,0.2,1.3,1.8,10.4,PG,23.0,IND,45.0,1052,13.5,0.537,.407,.132,1.8,9.1,5.4,21.3,1.6,0.8,12.2,20.6,,0.8,1.0,1.8,.083,,0.1,-1.2,-1.1,0.2
212,Jrue Holiday,SG,29.0,NOP,40.0,40.0,35.3,7.9,17.6,0.445,2.1,5.9,0.35700000000000004,5.8,11.8,.489,0.505,2.2,3.0,.723,1.3,3.5,4.8,6.4,1.8,0.9,2.9,2.1,20.0,SG,29.0,NOP,40.0,1411,17.5,0.527,.333,.169,3.9,10.5,7.2,27.9,2.3,2.0,13.3,25.5,,1.3,1.1,2.4,.082,,1.4,0.1,1.5,1.2
213,Justin Holiday,SG,30.0,IND,48.0,2.0,25.2,2.9,6.7,0.429,1.8,4.4,0.41700000000000004,1.0,2.3,.450,0.565,0.7,0.9,.805,0.4,3.0,3.4,1.5,1.0,0.6,0.5,1.7,8.3,SG,30.0,IND,48.0,1210,12.4,0.584,.655,.127,1.8,13.1,7.5,7.9,2.0,2.1,6.8,13.3,,1.4,1.6,2.9,.117,,0.9,1.4,2.3,1.3
214,Rondae Hollis-Jefferson,SF,25.0,TOR,38.0,2.0,19.7,2.8,6.0,0.467,0.1,0.4,0.14300000000000002,2.8,5.7,.488,0.47200000000000003,1.9,2.7,.733,2.1,2.9,5.0,1.7,0.9,0.4,1.0,2.1,7.6,SF,25.0,TOR,38.0,747,16.0,0.53,.061,.441,11.4,15.0,13.2,12.7,2.3,1.9,11.9,17.8,,1.1,1.3,2.4,.157,,-1.0,2.4,1.4,0.6
215,Richaun Holmes,C,26.0,SAC,37.0,33.0,29.4,5.5,8.4,0.66,0.0,0.0,0.0,5.5,8.4,.660,0.66,2.1,2.5,.817,3.1,5.4,8.5,1.0,1.1,1.4,1.2,3.9,13.1,C,26.0,SAC,37.0,1087,21.0,0.6920000000000001,.000,.301,11.4,21.5,16.3,5.3,1.8,4.5,11.6,15.9,,3.2,1.4,4.6,.205,,1.2,2.3,3.5,1.5
216,Rodney Hood,SF,27.0,POR,21.0,21.0,29.5,4.1,8.2,0.506,1.7,3.4,0.493,2.5,4.8,.515,0.608,1.0,1.3,.778,0.5,3.0,3.4,1.5,0.8,0.2,0.9,2.2,11.0,SF,27.0,POR,21.0,619,12.3,0.625,.413,.157,1.7,10.1,6.0,7.2,1.3,0.5,9.4,13.9,,0.9,0.2,1.2,.090,,0.7,-1.1,-0.4,0.2
217,Al Horford,C,33.0,PHI,44.0,44.0,31.1,5.1,11.4,0.451,1.4,4.3,0.321,3.8,7.1,.531,0.512,0.9,1.2,.722,1.6,5.1,6.7,4.0,1.0,0.9,1.1,2.2,12.5,C,33.0,PHI,44.0,1370,15.9,0.526,.379,.108,5.6,18.0,11.9,18.9,1.5,2.5,8.5,18.1,,1.8,2.1,3.9,.138,,0.6,2.1,2.7,1.6
218,Talen Horton-Tucker,SG,19.0,LAL,2.0,0.0,2.5,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,SG,19.0,LAL,2.0,5,15.0,0.0,1.000,.000,0.0,0.0,0.0,45.0,9.5,0.0,0.0,8.5,,0.0,0.0,0.0,.107,,-5.7,-3.8,-9.5,0.0
219,Danuel House,SF,26.0,HOU,42.0,31.0,30.5,3.5,8.3,0.423,2.0,5.4,0.374,1.5,2.9,.512,0.544,1.2,1.6,.761,1.0,3.2,4.1,1.2,1.0,0.6,1.0,2.2,10.3,SF,26.0,HOU,42.0,1283,10.8,0.569,.649,.191,3.3,10.8,7.0,5.5,1.6,1.7,9.5,13.4,,1.3,1.1,2.4,.088,,-0.3,0.1,-0.2,0.6
220,Dwight Howard,C,34.0,LAL,47.0,2.0,19.9,3.1,4.3,0.728,0.1,0.1,0.6,3.1,4.2,.731,0.735,1.3,2.7,.469,2.6,5.1,7.7,0.7,0.4,1.4,1.2,3.3,7.6,C,34.0,LAL,47.0,937,18.8,0.691,.025,.634,14.5,27.1,21.0,4.7,1.1,6.3,18.1,14.2,,2.0,1.9,3.8,.196,,-0.4,3.2,2.8,1.1
221,Kevin Huerter,SG,21.0,ATL,38.0,30.0,28.7,4.1,9.9,0.415,2.1,5.5,0.389,2.0,4.5,.447,0.522,1.0,1.3,.796,0.6,3.7,4.3,3.2,0.9,0.5,1.6,2.4,11.4,SG,21.0,ATL,38.0,1092,11.7,0.5429999999999999,.550,.130,2.2,13.9,8.0,16.5,1.4,1.4,13.4,17.5,,0.5,0.5,1.0,.045,,-0.6,-0.8,-1.4,0.2
222,De'Andre Hunter,SF,22.0,ATL,48.0,47.0,31.1,4.5,11.0,0.41100000000000003,1.6,4.8,0.33299999999999996,2.9,6.2,.470,0.483,1.7,2.2,.766,0.5,3.3,3.8,1.8,0.6,0.3,1.6,2.8,12.3,SF,22.0,ATL,48.0,1492,8.4,0.515,.433,.203,1.7,11.4,6.5,8.6,1.0,0.7,11.8,18.0,,-0.4,0.4,-0.1,-0.002,,-2.7,-1.8,-4.5,-1.0
223,Chandler Hutchison,SF,23.0,CHI,24.0,6.0,17.0,2.6,5.3,0.496,0.4,1.1,0.33299999999999996,2.3,4.2,.540,0.531,1.5,2.4,.632,0.4,3.1,3.5,0.8,1.0,0.3,0.9,1.5,7.1,SF,23.0,CHI,24.0,408,13.7,0.562,.213,.449,2.6,20.6,11.2,7.2,2.7,1.4,12.6,18.3,,0.1,0.6,0.8,.091,,-3.7,0.9,-2.8,-0.1
224,Serge Ibaka,C,30.0,TOR,39.0,16.0,26.5,6.3,12.1,0.517,1.1,2.8,0.39399999999999996,5.2,9.3,.554,0.563,1.8,2.4,.747,2.2,5.9,8.1,1.3,0.6,0.8,1.9,2.7,15.4,C,30.0,TOR,39.0,1032,18.3,0.586,.231,.201,8.7,22.9,15.9,8.2,1.0,2.9,12.6,24.4,,1.1,1.9,3.0,.139,,-1.0,0.6,-0.4,0.4
225,Ersan İlyasova,PF,32.0,MIL,44.0,5.0,16.5,2.8,5.6,0.49200000000000005,0.9,2.5,0.37,1.8,3.1,.587,0.573,1.3,1.5,.824,1.1,4.1,5.2,1.0,0.4,0.3,0.6,1.5,7.7,PF,32.0,MIL,44.0,726,17.4,0.612,.439,.276,7.1,23.1,15.6,7.8,1.2,1.6,8.3,17.1,,1.6,1.5,3.1,.204,,0.5,0.7,1.1,0.6
226,Joe Ingles,SF,32.0,UTA,48.0,28.0,30.0,3.7,8.4,0.444,2.1,5.2,0.408,1.6,3.1,.503,0.5710000000000001,1.1,1.4,.773,0.4,3.8,4.1,5.0,0.9,0.1,1.8,2.1,10.6,SF,32.0,UTA,48.0,1440,13.3,0.5920000000000001,.623,.165,1.4,13.0,7.5,23.6,1.4,0.3,17.0,15.7,,2.1,1.7,3.8,.126,,1.6,0.5,2.1,1.5
227,Brandon Ingram,PF,22.0,NOP,44.0,44.0,34.2,8.5,18.1,0.47,2.5,6.1,0.4,6.0,11.9,.507,0.5379999999999999,5.4,6.3,.859,0.9,5.4,6.3,4.3,0.9,0.8,3.0,2.9,24.9,PF,22.0,NOP,44.0,1506,20.7,0.597,.340,.348,2.7,17.0,9.8,20.4,1.3,1.9,12.6,28.7,,3.2,1.1,4.3,.137,,2.8,-0.7,2.1,1.6
228,Kyrie Irving,PG,27.0,BRK,19.0,19.0,33.1,10.2,21.3,0.48,2.9,7.2,0.401,7.3,14.1,.521,0.5479999999999999,4.9,5.4,.922,1.1,4.2,5.2,6.5,1.4,0.5,2.4,2.6,28.3,PG,27.0,BRK,19.0,629,27.5,0.598,.339,.252,3.3,12.6,8.1,38.4,1.9,1.2,9.3,32.9,,2.3,0.7,3.0,.231,,8.1,-0.1,8.0,1.6
229,Jonathan Isaac,SF,22.0,ORL,32.0,32.0,29.7,4.7,10.1,0.46299999999999997,0.9,2.8,0.33,3.7,7.2,.515,0.509,1.8,2.3,.767,1.8,5.2,6.9,1.4,1.6,2.4,1.5,2.5,12.0,SF,22.0,ORL,32.0,949,17.2,0.542,.283,.227,6.1,19.1,12.3,7.3,2.6,7.4,11.7,18.3,,0.4,2.0,2.5,.124,,-1.9,5.2,3.2,1.3
230,Wesley Iwundu,SF,25.0,ORL,34.0,10.0,18.2,1.6,4.4,0.376,0.5,1.5,0.32,1.2,2.9,.404,0.43,1.4,1.6,.821,0.6,2.1,2.6,1.0,0.6,0.3,0.5,1.5,5.1,SF,25.0,ORL,34.0,620,9.6,0.501,.336,.376,3.3,12.4,7.7,8.0,1.7,1.5,8.4,13.2,,0.3,0.7,1.0,.077,,-3.2,0.9,-2.3,0.0
231,Frank Jackson,PG,21.0,NOP,40.0,1.0,13.2,2.1,5.2,0.39799999999999996,0.7,2.3,0.301,1.4,2.8,.478,0.466,1.0,1.3,.760,0.3,0.9,1.3,0.8,0.4,0.1,0.9,1.4,5.8,PG,21.0,NOP,40.0,526,8.0,0.504,.451,.243,2.6,7.5,5.0,8.0,1.2,0.5,13.0,20.5,,-0.3,0.2,-0.1,-0.010,,-3.4,-3.2,-6.6,-0.6
232,Jaren Jackson,C,20.0,MEM,47.0,47.0,28.0,6.4,13.4,0.479,2.6,6.5,0.405,3.8,6.9,.549,0.578,2.2,2.9,.745,1.0,3.7,4.7,1.4,0.7,1.6,1.7,4.1,17.7,C,20.0,MEM,47.0,1318,17.1,0.601,.486,.217,3.9,13.8,8.9,7.4,1.1,5.0,10.6,24.5,,1.6,1.2,2.7,.099,,1.3,-0.4,0.9,1.0
233,Josh Jackson,SG,22.0,MEM,2.0,0.0,17.0,3.0,7.5,0.4,0.5,3.0,0.16699999999999998,2.5,4.5,.556,0.433,1.5,2.0,.750,1.0,2.0,3.0,0.5,1.0,0.0,1.0,1.0,8.0,SG,22.0,MEM,2.0,34,11.1,0.47700000000000004,.400,.267,6.4,12.4,9.4,4.1,2.7,0.0,10.7,23.0,,0.0,0.0,0.0,-0.004,,-3.8,-3.1,-6.9,0.0
234,Justin Jackson,PF,24.0,DAL,43.0,2.0,16.2,2.2,5.5,0.39899999999999997,0.9,2.8,0.303,1.3,2.7,.500,0.47700000000000004,0.6,0.7,.839,0.4,2.0,2.4,0.7,0.2,0.1,0.2,1.2,5.9,PF,24.0,DAL,43.0,698,9.7,0.503,.513,.130,2.7,12.4,7.6,6.1,0.6,0.7,3.5,15.9,,0.5,0.4,0.9,.062,,-1.6,-2.2,-3.9,-0.3
235,Reggie Jackson,PG,29.0,DET,7.0,4.0,22.9,4.6,11.1,0.41,1.9,4.7,0.39399999999999996,2.7,6.4,.422,0.494,2.3,3.0,.762,0.6,1.9,2.4,3.9,0.9,0.1,1.4,1.3,13.3,PG,29.0,DET,7.0,160,17.4,0.5329999999999999,.423,.269,2.8,9.2,6.0,27.0,1.8,0.5,10.3,26.3,,0.2,0.1,0.3,.096,,1.6,-2.9,-1.4,0.0
236,Justin James,SG,23.0,SAC,28.0,0.0,7.6,1.0,2.6,0.392,0.3,0.9,0.32,0.8,1.8,.429,0.446,0.4,0.7,.526,0.2,0.9,1.1,0.5,0.2,0.3,0.3,0.5,2.7,SG,23.0,SAC,28.0,213,10.4,0.461,.338,.257,3.1,13.1,8.0,10.2,1.4,4.0,8.9,18.5,,-0.1,0.2,0.1,.020,,-4.4,0.0,-4.4,-0.1
237,LeBron James,PG,35.0,LAL,45.0,45.0,34.9,9.6,19.6,0.49200000000000005,2.1,6.1,0.34299999999999997,7.6,13.5,.559,0.545,3.8,5.5,.694,1.0,6.6,7.7,10.7,1.3,0.5,4.0,1.7,25.2,PG,35.0,LAL,45.0,1569,25.8,0.5720000000000001,.311,.281,3.3,20.3,12.0,50.2,1.8,1.2,15.2,31.5,,4.5,2.4,6.9,.211,,6.5,2.1,8.6,4.2
